Id,Title,StaringActorId,StaringActor,ActorAgeGapId,AgeGapDefinition,WriterId,Writer,Genres,GenreId,NumberOfVotes,Rating,Success
4182,How the Grinch Stole Christmas,12583,Jim Carrey,4,30s,304004,Dr. Seuss,Comedy,3,171673,6.1,0
4183,Bad Boys II,12689,Will Smith,4,30s,306663,George Gallo,Action,15,201252,6.6,0
4184,"Girl, Interrupted",12676,Winona Ryder,5,20s,506581,Lisa Loomer,Biography,17,143477,7.4,1
4185,Gladiator,12591,Russell Crowe,4,30s,270338,David Franzoni,Action,15,1168650,8.5,1
4186,Scary Movie,272461,Anna Faris,5,20s,859557,Shawn Wayans,Comedy,3,210140,6.2,0
4187,Magnolia,12592,Tom Cruise,4,30s,13222,Paul Thomas Anderson,Drama,1,265163,8.0,1
4188,The Whole Nine Yards,12709,Bruce Willis,3,40s,424149,Mitchell Kapner,Comedy,3,100419,6.7,0
4189,Wo hu cang long,12797,Yun-Fat Chow,3,40s,229526,Du Lu Wang,Action,15,236043,7.9,1
4190,"O Brother, Where Art Thou?",12586,George Clooney,4,30s,391142,Homer,Adventure,10,256908,7.8,1
4191,Freaks and Geeks,16839,Linda Cardellini,5,20s,82841,Paul Feig,Comedy,3,114540,8.8,1
4192,Erin Brockovich,12673,Julia Roberts,4,30s,332313,Susannah Grant,Biography,17,154052,7.3,1
4193,Final Destination,12305,Devon Sawa,5,20s,582145,Glen Morgan,Horror,18,205490,6.7,0
4194,Zoolander,12378,Ben Stiller,4,30s,738296,Drake Sather,Comedy,3,226144,6.6,0
4195,"Monsters, Inc.",12808,Billy Crystal,2,50s,221813,Pete Docter,Adventure,10,712114,8.1,1
4196,The Bank Job,17494,Jason Statham,3,40s,166391,Dick Clement,Crime,14,163692,7.3,1
4197,Moulin Rouge!,12636,Nicole Kidman,4,30s,511525,Baz Luhrmann,Drama,1,247329,7.6,1
4198,Office Space,497087,Ron Livingston,4,30s,404447,Mike Judge,Comedy,3,222079,7.8,1
4199,"South Park: Bigger, Longer & Uncut",17331,Trey Parker,5,20s,17331,Trey Parker,Animation,11,178641,7.8,1
4200,The Virgin Suicides,12842,Kirsten Dunst,6,teenager,267312,Jeffrey Eugenides,Drama,1,131494,7.2,0
4201,Cold Mountain,12642,Jude Law,4,30s,281179,Charles Frazier,Adventure,10,129745,7.2,0
4202,Charlie's Angels,12602,Cameron Diaz,5,20s,715702,Ryan Rowe,Action,15,159796,5.5,0
4203,What Lies Beneath,12611,Harrison Ford,2,50s,170311,Clark Gregg,Drama,1,108245,6.6,0
4204,Cast Away,12621,Tom Hanks,3,40s,113165,William Broyles Jr.,Adventure,10,458791,7.8,1
4205,Ghost World,12577,Steve Buscemi,3,40s,167158,Daniel Clowes,Comedy,3,105333,7.4,1
4206,Sleepy Hollow,12599,Johnny Depp,4,30s,398883,Washington Irving,Fantasy,13,299586,7.4,1
4207,Jurassic Park III,13017,Sam Neill,2,50s,12804,Michael Crichton,Action,15,262567,5.9,0
4208,Grey's Anatomy,646105,Ellen Pompeo,4,30s,676287,Shonda Rhimes,Drama,1,201708,7.6,1
4209,Pride & Prejudice,456074,Keira Knightley,6,teenager,13270,Jane Austen,Drama,1,224016,7.8,1
4210,Final Destination 3,897735,Mary Elizabeth Winstead,5,20s,582145,Glen Morgan,Horror,18,117145,5.8,0
4211,The Fountain,410842,Hugh Jackman,4,30s,16753,Darren Aronofsky,Drama,1,212838,7.3,1
4212,Talladega Nights: The Ballad of Ricky Bobby,13604,Will Ferrell,4,30s,13604,Will Ferrell,Comedy,3,149103,6.6,0
4213,Match Point,420558,Scarlett Johansson,5,20s,12558,Woody Allen,Drama,1,187323,7.6,1
4214,300,118025,Gerard Butler,4,30s,766203,Zack Snyder,Action,15,676945,7.7,1
4215,Snakes on a Plane,12631,Samuel L. Jackson,2,50s,1854619,John Heffernan,Action,15,124190,5.5,0
4216,Avatar: The Last Airbender,65008,Dee Bradley Baker,3,40s,2791250,Lisa Wahlander,Action,15,178580,9.2,1
4217,Harry Potter and the Half-Blood Prince,669648,Daniel Radcliffe,6,teenager,441776,Steve Kloves,Adventure,10,398785,7.6,1
4218,Transformers,456895,Shia LaBeouf,5,20s,699375,John Rogers,Action,15,559145,7.1,0
4219,Flags of Our Fathers,12665,Ryan Phillippe,4,30s,113165,William Broyles Jr.,Drama,1,109945,7.1,0
4220,Jarhead,351402,Jake Gyllenhaal,5,20s,113165,William Broyles Jr.,Biography,17,159144,7.0,0
4221,Stranger Than Fiction,13604,Will Ferrell,4,30s,1737654,Zach Helm,Comedy,3,203974,7.6,1
4222,The Village,12707,Sigourney Weaver,2,50s,751620,M. Night Shyamalan,Drama,1,220309,6.5,0
4223,National Treasure,12578,Nicolas Cage,4,30s,457949,Jim Kouf,Action,15,280169,6.9,0
4224,Two and a Half Men,11687,Jon Cryer,4,30s,38502,Lee Aronsohn,Comedy,3,222482,7.1,0
4225,Collateral,12592,Tom Cruise,3,40s,74911,Stuart Beattie,Crime,14,328596,7.5,1
4226,Fun with Dick and Jane,12583,Jim Carrey,3,40s,49380,Judd Apatow,Comedy,3,122740,6.1,0
4227,Jurassic World,666394,Chris Pratt,4,30s,402911,Rick Jaffa,Action,15,520437,7.0,0
4228,AVP: Alien vs. Predator,17162,Sanaa Lathan,4,30s,623984,Dan O'Bannon,Action,15,168569,5.6,0
4229,The Hitchhiker's Guide to the Galaxy,296927,Martin Freeman,4,30s,15350,Douglas Adams,Adventure,10,174180,6.8,0
4230,Iron Man,12838,Robert Downey Jr.,3,40s,1473514,Mark Fergus,Action,15,819918,7.9,1
4231,The Bourne Supremacy,12817,Matt Damon,4,30s,511163,Robert Ludlum,Action,15,398589,7.8,1
4232,Team America: World Police,17331,Trey Parker,4,30s,17331,Trey Parker,Action,15,148308,7.2,0
4233,Batman Begins,12751,Christian Bale,4,30s,18625,Bob Kane,Action,15,1155363,8.3,1
4234,Journey to the Center of the Earth,12872,Brendan Fraser,4,30s,886223,Michael D. Weiss,Action,15,101465,5.8,0
4235,Kung fu,160655,Stephen Chow,3,40s,160655,Stephen Chow,Action,15,113047,7.8,1
4236,Kiss Kiss Bang Bang,12838,Robert Downey Jr.,4,30s,356397,Brett Halliday,Action,15,198655,7.6,1
4237,Halloween,179437,Scout Taylor-Compton,6,teenager,913824,Rob Zombie,Fantasy,13,100398,6.1,0
4238,Harry Potter and the Order of the Phoenix,669648,Daniel Radcliffe,6,teenager,327191,Michael Goldenberg,Adventure,10,433645,7.5,1
4239,Resident Evil: Apocalypse,12633,Milla Jovovich,5,20s,44405,Paul W.S. Anderson,Action,15,171734,6.2,0
4240,Big Fish,12654,Ewan McGregor,4,30s,1364348,Daniel Wallace,Adventure,10,383233,8.0,1
4241,The Day After Tomorrow,13061,Dennis Quaid,3,40s,12849,Roland Emmerich,Action,15,375283,6.4,0
4242,Elf,13604,Will Ferrell,4,30s,1372695,David Berenbaum,Comedy,3,177430,6.9,0
4243,Kingdom of Heaven,95009,Orlando Bloom,5,20s,1368791,William Monahan,Action,15,245067,7.2,0
4244,Underworld,12758,Kate Beckinsale,5,20s,341256,Kevin Grevioux,Action,15,234805,7.0,0
4245,2 Fast 2 Furious,876019,Paul Walker,5,20s,831119,Gary Scott Thompson,Action,15,224086,5.9,0
4246,Freaky Friday,12593,Jamie Lee Curtis,3,40s,708704,Mary Rodgers,Comedy,3,112114,6.2,0
4247,The Texas Chainsaw Massacre,16791,Jessica Biel,5,20s,376098,Kim Henkel,Horror,18,120498,6.2,0
4248,Insomnia,12662,Al Pacino,1,+60s,753881,Hillary Seitz,Drama,1,248290,7.2,0
4249,Smallville,740268,John Schneider,3,40s,2103044,Marc Richards,Adventure,10,106579,7.5,1
4250,Mr. Deeds,11795,Adam Sandler,4,30s,441220,Clarence Budington Kelland,Comedy,3,124002,5.8,0
4251,A Walk to Remember,576621,Mandy Moore,6,teenager,400059,Karen Janszen,Drama,1,184103,7.4,1
4252,The Matrix Reloaded,12669,Keanu Reeves,4,30s,865595,Lilly Wachowski,Action,15,467385,7.2,0
4253,Blow,12599,Johnny Depp,4,30s,672948,Bruce Porter,Biography,17,219644,7.6,1
4254,Pay It Forward,12691,Kevin Spacey,3,40s,398424,Catherine Ryan Hyde,Drama,1,105590,7.2,0
4255,The Score,12597,Robert De Niro,2,50s,795519,Daniel E. Taylor,Crime,14,111294,6.8,0
4256,The Others,12636,Nicole Kidman,4,30s,34193,Alejandro AmenÃ¡bar,Horror,18,306800,7.6,1
4257,The Fast and the Furious,16911,Vin Diesel,4,30s,500149,Ken Li,Action,15,311805,6.8,0
4258,Equilibrium,12751,Christian Bale,5,20s,900578,Kurt Wimmer,Action,15,290433,7.5,1
4259,Ocean's Eleven,12586,George Clooney,4,30s,417061,George Clayton Johnson,Crime,14,462818,7.8,1
4260,Children of Men,12657,Julianne Moore,3,40s,191171,Alfonso CuarÃ³n,Drama,1,416163,7.9,1
4261,What Women Want,12617,Mel Gibson,3,40s,323871,Josh Goldsmith,Comedy,3,176574,6.4,0
4262,Snatch,17494,Jason Statham,4,30s,17399,Guy Ritchie,Comedy,3,698646,8.3,1
4263,Memento,12206,Guy Pearce,4,30s,618669,Christopher Nolan,Mystery,8,1001580,8.5,1
4264,The Mummy Returns,12872,Brendan Fraser,4,30s,783251,Stephen Sommers,Action,15,277380,6.3,0
4265,Remember the Titans,12706,Denzel Washington,3,40s,395786,Gregory Allen Howard,Biography,17,180397,7.8,1
4266,Le fabuleux destin d'AmÃ©lie Poulain,813527,Audrey Tautou,5,20s,464463,Guillaume Laurant,Comedy,3,632935,8.3,1
4267,Meet the Parents,12378,Ben Stiller,4,30s,299556,Greg Glienna,Comedy,3,287719,7.0,0
4268,Miss Congeniality,12576,Sandra Bullock,4,30s,480938,Marc Lawrence,Action,15,162716,6.2,0
4269,Malcolm in the Middle,17296,Frankie Muniz,6,teenager,104805,Linwood Boomer,Comedy,3,106681,8.0,1
4270,Artificial Intelligence: AI,17322,Haley Joel Osment,6,teenager,13198,Brian Aldiss,Adventure,10,269122,7.1,0
4271,Hannibal,12627,Anthony Hopkins,1,+60s,345641,Thomas Harris,Crime,14,231791,6.8,0
4272,Pearl Harbor,12718,Ben Affleck,5,20s,872269,Randall Wallace,Action,15,287065,6.1,0
4273,Road Trip,17263,Breckin Meyer,5,20s,652257,Todd Phillips,Adventure,10,145903,6.5,0
4274,Enemy at the Gates,12642,Jude Law,5,20s,12732,Jean-Jacques Annaud,Drama,1,218366,7.6,1
4275,The 6th Day,12679,Arnold Schwarzenegger,2,50s,877737,Cormac Wibberley,Action,15,108646,5.9,0
4276,Gangs of New York,12601,Leonardo DiCaprio,5,20s,178315,Jay Cocks,Crime,14,361950,7.5,1
4277,Unbreakable,12709,Bruce Willis,3,40s,751620,M. Night Shyamalan,Drama,1,309249,7.3,1
4278,Chocolat,12763,Juliette Binoche,4,30s,352438,Joanne Harris,Drama,1,165421,7.3,1
4279,Harry Potter and the Sorcerer's Stone,669648,Daniel Radcliffe,6,teenager,715921,J.K. Rowling,Adventure,10,546585,7.6,1
4280,"Dude, Where's My Car?",17147,Ashton Kutcher,5,20s,788044,Philip Stark,Comedy,3,126712,5.5,0
4281,The Matrix Revolutions,12669,Keanu Reeves,4,30s,865595,Lilly Wachowski,Action,15,405585,6.7,0
4282,Bridget Jones's Diary,12713,RenÃ©e Zellweger,4,30s,255381,Helen Fielding,Comedy,3,200079,6.7,0
4283,Swordfish,12700,John Travolta,3,40s,902228,Skip Woods,Action,15,166815,6.5,0
4284,Sen to Chihiro no kamikakushi,160270,Daveigh Chase,6,teenager,557781,Hayao Miyazaki,Adventure,10,532266,8.6,1
4285,Y tu mamÃ¡ tambiÃ©n,854055,Maribel VerdÃº,4,30s,191172,Carlos CuarÃ³n,Adventure,10,103420,7.7,1
4286,The Count of Monte Cristo,11633,Jim Caviezel,4,30s,243104,Alexandre Dumas,Action,15,117352,7.8,1
4287,Die Another Day,12575,Pierce Brosnan,3,40s,11824,Ian Fleming,Action,15,187503,6.1,0
4288,Donnie Darko,351402,Jake Gyllenhaal,5,20s,431505,Richard Kelly,Drama,1,680893,8.1,1
4289,The Princess Diaries,12730,Julie Andrews,1,+60s,129541,Meg Cabot,Comedy,3,112365,6.3,0
4290,Six Feet Under,452954,Peter Krause,4,30s,18451,Christian Williams,Comedy,3,107355,8.7,1
4291,Catch Me If You Can,12601,Leonardo DiCaprio,5,20s,588005,Jeff Nathanson,Biography,17,685341,8.1,1
4292,Black Hawk Down,11930,Josh Hartnett,5,20s,114230,Mark Bowden,Drama,1,330854,7.7,1
4293,The Girl Next Door,359671,Emile Hirsch,6,teenager,864015,David Wagner,Comedy,3,187066,6.7,0
4294,One Hour Photo,12708,Robin Williams,2,50s,702016,Mark Romanek,Drama,1,106331,6.8,0
4295,The Royal Tenenbaums,12895,Gene Hackman,1,+60s,44681,Wes Anderson,Comedy,3,239868,7.6,1
4296,Batoru rowaiaru,290965,Tatsuya Fujiwara,6,teenager,798623,Koushun Takami,Adventure,10,156231,7.7,1
4297,Finding Nemo,11587,Albert Brooks,2,50s,18512,Andrew Stanton,Adventure,10,837794,8.1,1
4298,Kill Bill: Vol. 1,12698,Uma Thurman,4,30s,12696,Quentin Tarantino,Action,15,874137,8.1,1
4299,Rush Hour 2,12792,Jackie Chan,3,40s,475809,Ross LaManna,Action,15,180905,6.6,0
4300,Spy Game,13065,Robert Redford,1,+60s,71633,Michael Frost Beckner,Action,15,132781,7.1,0
4301,Adaptation.,12578,Nicolas Cage,4,30s,633545,Susan Orlean,Comedy,3,162015,7.7,1
4302,Ice Age,12063,Denis Leary,3,40s,4782313,Michael J. Wilson,Adventure,10,385269,7.5,1
4303,The Time Machine,12206,Guy Pearce,4,30s,883370,H.G. Wells,Action,15,111545,5.9,0
4304,A Beautiful Mind,12591,Russell Crowe,4,30s,323819,Akiva Goldsman,Biography,17,744574,8.2,1
4305,K-PAX,12691,Kevin Spacey,3,40s,105715,Gene Brewer,Drama,1,164767,7.4,1
4306,Punch-Drunk Love,11795,Adam Sandler,4,30s,13222,Paul Thomas Anderson,Comedy,3,128227,7.3,1
4307,Johnny English,12563,Rowan Atkinson,3,40s,662276,Neal Purvis,Action,15,130476,6.2,0
4308,The Hours,13121,Meryl Streep,2,50s,1445332,Michael Cunningham,Drama,1,114204,7.6,1
4309,Lilo & Stitch,160270,Daveigh Chase,6,teenager,734038,Chris Sanders,Adventure,10,143996,7.2,0
4310,About a Boy,12887,Hugh Grant,3,40s,384318,Nick Hornby,Comedy,3,157077,7.1,0
4311,Dogville,12636,Nicole Kidman,4,30s,13418,Lars von Trier,Crime,14,122519,8.0,1
4312,I Am Sam,13039,Sean Penn,3,40s,417470,Kristine Johnson,Drama,1,133672,7.6,1
4313,The Scorpion King,416932,Dwayne Johnson,5,20s,783251,Stephen Sommers,Action,15,119257,5.5,0
4314,We Were Soldiers,12617,Mel Gibson,3,40s,1251424,Harold G. Moore,Action,15,117997,7.2,0
4315,24,13125,Kiefer Sutherland,4,30s,178151,Robert Cochran,Action,15,160971,8.4,1
4316,Scrubs,107391,Zach Braff,5,20s,950301,Gabrielle Allan,Comedy,3,219556,8.4,1
4317,Once Upon a Time in Mexico,12567,Antonio Banderas,3,40s,12279,Robert Rodriguez,Action,15,142591,6.4,0
4318,Signs,12617,Mel Gibson,3,40s,751620,M. Night Shyamalan,Drama,1,306235,6.7,0
4319,Hulk,42142,Eric Bana,4,30s,731435,James Schamus,Action,15,234597,5.7,0
4320,Daredevil,12718,Ben Affleck,4,30s,417634,Mark Steven Johnson,Action,15,194146,5.3,0
4321,28 Days Later...,595622,Cillian Murphy,5,20s,285073,Alex Garland,Drama,1,338153,7.6,1
4322,Billy Elliot,68375,Jamie Bell,6,teenager,340863,Lee Hall,Drama,1,111254,7.7,1
4323,Legally Blonde,13165,Reese Witherspoon,5,20s,102631,Amanda Brown,Comedy,3,157467,6.2,0
4324,Rat Race,17263,Breckin Meyer,5,20s,115494,Andy Breckman,Adventure,10,100905,6.4,0
4325,Evolution,12604,David Duchovny,3,40s,389492,Don Jakoby,Comedy,3,110853,6.1,0
4326,How to Lose a Guy in 10 Days,17065,Kate Hudson,5,20s,26641,Michele Alexander,Comedy,3,184632,6.4,0
4327,John Q,12706,Denzel Washington,3,40s,419962,James Kearns,Crime,14,112454,7.1,0
4328,American Pie 2,16792,Jason Biggs,5,20s,360679,Adam Herz,Comedy,3,220691,6.4,0
4329,The Pianist,16815,Adrien Brody,5,20s,362678,Ronald Harwood,Biography,17,614507,8.5,1
4330,Reign of Fire,12653,Matthew McConaughey,4,30s,152828,Gregg Chabot,Action,15,117491,6.2,0
4331,Shallow Hal,99526,Jack Black,4,30s,1888739,Sean Moynihan,Comedy,3,119121,5.9,0
4332,Road to Perdition,12621,Tom Hanks,3,40s,169663,Max Allan Collins,Crime,14,223979,7.7,1
4333,S.W.A.T.,12631,Samuel L. Jackson,2,50s,351097,Robert Hamner,Action,15,129430,6.0,0
4334,Scary Movie 2,272461,Anna Faris,5,20s,859557,Shawn Wayans,Comedy,3,135185,5.3,0
4335,About Schmidt,12660,Jack Nicholson,1,+60s,1292361,Louis Begley,Comedy,3,115734,7.2,0
4336,Panic Room,12612,Jodie Foster,4,30s,447720,David Koepp,Crime,14,231624,6.8,0
4337,The Bourne Identity,18829,Franka Potente,5,20s,24619,Tony Gilroy,Action,15,464706,7.9,1
4338,Ghost Rider,12578,Nicolas Cage,3,40s,417634,Mark Steven Johnson,Action,15,204647,5.2,0
4339,My Big Fat Greek Wedding,850964,Nia Vardalos,4,30s,850964,Nia Vardalos,Comedy,3,111814,6.6,0
4340,Vanilla Sky,12592,Tom Cruise,4,30s,34193,Alejandro AmenÃ¡bar,Fantasy,13,229538,6.9,0
4341,Jay and Silent Bob Strike Back,566278,Jason Mewes,5,20s,20845,Kevin Smith,Comedy,3,138692,6.9,0
4342,Jeepers Creepers,17348,Gina Philips,4,30s,725082,Victor Salva,Horror,18,100746,6.2,0
4343,Red Dragon,12627,Anthony Hopkins,1,+60s,345641,Thomas Harris,Crime,14,226673,7.2,0
4344,The Butterfly Effect,17147,Ashton Kutcher,5,20s,335049,J. Mackye Gruber,Drama,1,409874,7.7,1
4345,Meet the Fockers,12378,Ben Stiller,4,30s,299556,Greg Glienna,Comedy,3,233516,6.3,0
4346,X2,12376,Patrick Stewart,1,+60s,649675,Zak Penn,Action,15,467167,7.5,1
4347,Lara Croft Tomb Raider: The Cradle of Life,12005,Angelina Jolie,5,20s,1393767,Dean Georgaris,Action,15,119008,5.5,0
4348,The Last Samurai,12592,Tom Cruise,3,40s,493671,John Logan,Action,15,360952,7.7,1
4349,Matchstick Men,12578,Nicolas Cage,4,30s,1377654,Eric Garcia,Comedy,3,116235,7.3,1
4350,Pirates of the Caribbean: The Curse of the Black Pearl,12599,Johnny Depp,4,30s,894413,Jay Wolpert,Action,15,941202,8.0,1
4351,Mystic River,13039,Sean Penn,3,40s,11942,Brian Helgeland,Crime,14,379850,8.0,1
4352,Over the Hedge,12709,Bruce Willis,2,50s,103948,Len Blum,Adventure,10,143742,6.7,0
4353,Coraline,271810,Dakota Fanning,6,teenager,749390,Henry Selick,Animation,11,174193,7.7,1
4354,Man on Fire,12706,Denzel Washington,3,40s,673982,A.J. Quinnell,Action,15,300162,7.7,1
4355,American Wedding,16792,Jason Biggs,5,20s,360679,Adam Herz,Comedy,3,178907,6.3,0
4356,Anger Management,12660,Jack Nicholson,1,+60s,230290,David Dorfman,Comedy,3,188003,6.2,0
4357,Charlie's Angels: Full Throttle,12569,Drew Barrymore,5,20s,311432,Ivan Goff,Action,15,110580,4.9,0
4358,Scary Movie 3,272461,Anna Faris,5,20s,535878,Craig Mazin,Comedy,3,125267,5.5,0
4359,The Wire,879148,Dominic West,4,30s,758720,David Simon,Crime,14,234544,9.3,1
4360,Shark Tale,12689,Will Smith,4,30s,4782313,Michael J. Wilson,Adventure,10,150392,6.0,0
4361,25th Hour,12174,Edward Norton,4,30s,1299250,David Benioff,Drama,1,160791,7.7,1
4362,Bad Santa,13134,Billy Bob Thornton,3,40s,254894,Glenn Ficarra,Comedy,3,124084,7.1,0
4363,Finding Neverland,12599,Johnny Depp,3,40s,455590,Allan Knee,Biography,17,188394,7.7,1
4364,Final Destination 2,170044,A.J. Cook,5,20s,335049,J. Mackye Gruber,Horror,18,136585,6.2,0
4365,Identity,12594,John Cusack,4,30s,187967,Michael Cooney,Mystery,8,204340,7.3,1
4366,Master and Commander: The Far Side of the World,12591,Russell Crowe,4,30s,1314939,Patrick O'Brian,Action,15,186196,7.4,1
4367,The League of Extraordinary Gentlemen,12588,Sean Connery,1,+60s,577316,Alan Moore,Action,15,154607,5.8,0
4368,The Curse of the Were-Rabbit,725810,Peter Sallis,1,+60s,111109,Steve Box,Adventure,10,112279,7.5,1
4369,Love Actually,12887,Hugh Grant,3,40s,202934,Richard Curtis,Comedy,3,368982,7.6,1
4370,Tears of the Sun,12709,Bruce Willis,3,40s,473782,Alex Lasker,Action,15,104140,6.6,0
4371,Bruce Almighty,12583,Jim Carrey,3,40s,460119,Steve Koren,Comedy,3,337430,6.7,0
4372,21 Grams,13039,Sean Penn,3,40s,38787,Guillermo Arriaga,Crime,14,208978,7.7,1
4373,Spider-Man 2,12101,Tobey Maguire,5,20s,490611,Stan Lee,Action,15,483443,7.3,1
4374,Cars,17598,Owen Wilson,4,30s,17161,John Lasseter,Animation,11,314477,7.1,0
4375,Cidade de Deus,1365320,Alexandre Rodrigues,6,teenager,505122,Paulo Lins,Crime,14,624240,8.6,1
4376,The Incredibles,17302,Craig T. Nelson,2,50s,72554,Brad Bird,Action,15,575278,8.0,1
4377,The Italian Job,13124,Donald Sutherland,1,+60s,427425,Troy Kennedy-Martin,Action,15,315742,7.0,0
4378,Mission: Impossible III,12592,Tom Cruise,3,40s,470242,Alex Kurtzman,Action,15,297522,6.9,0
4379,Freddy vs. Jason,12850,Robert Englund,2,50s,12590,Wes Craven,Action,15,100838,5.8,0
4380,Harry Potter and the Goblet of Fire,669648,Daniel Radcliffe,6,teenager,441776,Steve Kloves,Adventure,10,467969,7.7,1
4381,The Punisher,17085,Thomas Jane,4,30s,372611,Jonathan Hensleigh,Action,15,139415,6.5,0
4382,The Notebook,12291,Gena Rowlands,1,+60s,489457,Jeremy Leven,Drama,1,459079,7.9,1
4383,The School of Rock,99526,Jack Black,4,30s,887673,Mike White,Comedy,3,237411,7.1,0
4384,Troy,12556,Brad Pitt,3,40s,391142,Homer,Drama,1,439133,7.2,0
4385,Garden State,107391,Zach Braff,5,20s,107391,Zach Braff,Comedy,3,199462,7.5,1
4386,Napoleon Dynamite,1568448,Jon Heder,5,20s,367425,Jared Hess,Comedy,3,180202,6.9,0
4387,Sideways,309746,Paul Giamatti,4,30s,663584,Rex Pickett,Comedy,3,166575,7.5,1
4388,Crash,12795,Don Cheadle,4,30s,337900,Paul Haggis,Crime,14,394549,7.8,1
4389,Layer Cake,187404,Daniel Craig,4,30s,1321059,J.J. Connolly,Crime,14,148837,7.4,1
4390,Closer,12667,Natalie Portman,5,20s,530043,Patrick Marber,Drama,1,186562,7.3,1
4391,X-Men: The Last Stand,12376,Patrick Stewart,1,+60s,1487692,Simon Kinberg,Action,15,439070,6.7,0
4392,Mean Girls,493885,Lindsay Lohan,6,teenager,1702359,Rosalind Wiseman,Comedy,3,291378,7.0,0
4393,Kill Bill: Vol. 2,12698,Uma Thurman,4,30s,12696,Quentin Tarantino,Action,15,593238,8.0,1
4394,IrrÃ©versible,13361,Monica Bellucci,4,30s,609791,Gaspar NoÃ©,Crime,14,102696,7.4,1
4395,The Recruit,12662,Al Pacino,1,+60s,825277,Roger Towne,Action,15,122582,6.6,0
4396,The Phantom of the Opera,118025,Gerard Butler,4,30s,12312,Joel Schumacher,Drama,1,107721,7.3,1
4397,Rush Hour 3,12792,Jackie Chan,2,50s,588005,Jeff Nathanson,Action,15,137598,6.2,0
4398,The Transporter,17494,Jason Statham,4,30s,12571,Luc Besson,Action,15,263915,6.8,0
4399,Austin Powers in Goldmember,12659,Mike Myers,4,30s,12659,Mike Myers,Action,15,179879,6.2,0
4400,Harry Potter and the Chamber of Secrets,669648,Daniel Radcliffe,6,teenager,715921,J.K. Rowling,Adventure,10,471968,7.4,1
4401,xXx,16911,Vin Diesel,4,30s,896351,Rich Wilkes,Action,15,162595,5.9,0
4402,The Chronicles of Riddick,16911,Vin Diesel,4,30s,890711,Jim Wheat,Action,15,200965,6.7,0
4403,The Ring,873249,Naomi Watts,4,30s,461911,Ehren Kruger,Horror,18,291221,7.1,0
4404,Shrek 2,12659,Mike Myers,3,40s,789741,William Steig,Adventure,10,366494,7.2,0
4405,8 Mile,16933,Eminem,5,20s,763031,Scott Silver,Drama,1,221374,7.1,0
4406,Chicago,12713,RenÃ©e Zellweger,4,30s,179770,Bill Condon,Comedy,3,196405,7.2,0
4407,Ying xiong,12076,Jet Li,4,30s,1293433,Feng Li,Action,15,163172,7.9,1
4408,Good Bye Lenin!,122810,Daniel BrÃ¼hl,5,20s,1484233,Bernd Lichtenberg,Comedy,3,126928,7.7,1
4409,Old School,17597,Luke Wilson,4,30s,1401951,Court Crandall,Comedy,3,200440,7.1,0
4410,Firefly,266616,Nathan Fillion,4,30s,890799,Joss Whedon,Adventure,10,219149,9.0,1
4411,Harry Potter and the Prisoner of Azkaban,669648,Daniel Radcliffe,6,teenager,441776,Steve Kloves,Adventure,10,467845,7.9,1
4412,Capote,12913,Philip Seymour Hoffman,4,30s,11850,Dan Futterman,Biography,17,114486,7.4,1
4413,Serenity,266616,Nathan Fillion,4,30s,890799,Joss Whedon,Action,15,264885,7.9,1
4414,The Lovely Bones,12442,Rachel Weisz,4,30s,868780,Fran Walsh,Drama,1,141752,6.7,0
4415,Casino Royale,187404,Daniel Craig,4,30s,662276,Neal Purvis,Action,15,527214,8.0,1
4416,The Brothers Grimm,12817,Matt Damon,4,30s,461911,Ehren Kruger,Action,15,108557,5.9,0
4417,EuroTrip,1486922,Scott Mechlowicz,5,20s,80127,Alec Berg,Comedy,3,179342,6.6,0
4418,Mr. & Mrs. Smith,12556,Brad Pitt,3,40s,1487692,Simon Kinberg,Action,15,403875,6.5,0
4419,Anchorman: The Legend of Ron Burgundy,13604,Will Ferrell,4,30s,13604,Will Ferrell,Comedy,3,301200,7.2,0
4420,Robots,12654,Ewan McGregor,4,30s,555733,Jim McClain,Adventure,10,118890,6.3,0
4421,Walk the Line,12222,Joaquin Phoenix,4,30s,145599,Johnny Cash,Biography,17,207836,7.9,1
4422,Blade: Trinity,13111,Wesley Snipes,3,40s,318729,David S. Goyer,Action,15,151705,5.9,0
4423,The Secret Life of Walter Mitty,12378,Ben Stiller,3,40s,172515,Steve Conrad,Adventure,10,269567,7.3,1
4424,Constantine,12669,Keanu Reeves,3,40s,1558349,Jamie Delano,Action,15,269721,7.0,0
4425,King Kong,873249,Naomi Watts,4,30s,868780,Fran Walsh,Action,15,357850,7.2,0
4426,Inglourious Basterds,12556,Brad Pitt,3,40s,12696,Quentin Tarantino,Adventure,10,1077566,8.3,1
4427,The Machinist,12751,Christian Bale,5,20s,460829,Scott Kosar,Drama,1,322320,7.7,1
4428,Scary Movie 4,272461,Anna Faris,5,20s,535878,Craig Mazin,Comedy,3,104489,5.1,0
4429,The Terminal,12621,Tom Hanks,3,40s,313065,Sacha Gervasi,Comedy,3,354595,7.3,1
4430,The Life Aquatic with Steve Zissou,12658,Bill Murray,2,50s,44681,Wes Anderson,Action,15,161673,7.3,1
4431,Der Untergang,18939,Bruno Ganz,1,+60s,257303,Bernd Eichinger,Biography,17,295407,8.2,1
4432,Dawn of the Dead,12235,Sarah Polley,5,20s,12285,George A. Romero,Action,15,216234,7.3,1
